,NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract
194,Census Tract 79.41; Franklin County; Ohio,1311,73,0,19,36,57,2,11,41,11,34,140,207,215,147,157,161,39,049,007941
195,Census Tract 79.55; Franklin County; Ohio,1162,11,20,92,0,0,52,34,25,43,73,50,179,286,115,93,89,39,049,007955
196,Census Tract 79.56; Franklin County; Ohio,1776,119,28,91,35,12,0,17,15,46,81,217,346,221,197,220,131,39,049,007956
197,Census Tract 79.57; Franklin County; Ohio,2617,134,21,0,77,57,20,32,143,283,211,178,337,434,155,284,251,39,049,007957
198,Census Tract 79.58; Franklin County; Ohio,1322,0,11,11,10,41,13,18,72,0,54,53,168,100,167,215,389,39,049,007958
199,Census Tract 79.59; Franklin County; Ohio,905,0,0,54,0,0,44,45,90,0,29,43,283,149,79,38,51,39,049,007959
200,Census Tract 79.60; Franklin County; Ohio,1805,33,0,13,41,90,31,25,107,21,140,92,386,295,174,231,126,39,049,007960
201,Census Tract 79.61; Franklin County; Ohio,1545,12,13,0,8,32,0,16,59,61,30,130,137,150,212,198,487,39,049,007961
202,Census Tract 79.62; Franklin County; Ohio,2300,32,168,78,94,0,46,172,36,39,220,158,282,367,161,162,285,39,049,007962
203,Census Tract 79.63; Franklin County; Ohio,1576,275,0,0,42,78,12,57,44,0,22,67,169,183,131,138,358,39,049,007963
204,Census Tract 79.64; Franklin County; Ohio,2799,43,28,21,0,0,24,55,138,117,218,487,338,368,298,405,259,39,049,007964
205,Census Tract 79.65; Franklin County; Ohio,1671,50,12,97,82,30,151,118,29,38,126,217,227,142,120,79,153,39,049,007965
206,Census Tract 79.66; Franklin County; Ohio,2057,188,0,129,67,195,26,86,24,42,127,189,268,199,186,101,230,39,049,007966
207,Census Tract 80.01; Franklin County; Ohio,1186,0,5,21,0,0,9,0,27,26,48,144,133,53,69,212,439,39,049,008001
208,Census Tract 80.02; Franklin County; Ohio,1350,30,0,19,73,42,0,250,35,48,20,96,115,146,147,141,188,39,049,008002
209,Census Tract 81.10; Franklin County; Ohio,1900,31,99,87,70,71,130,61,100,76,166,290,242,152,61,214,50,39,049,008110
210,Census Tract 81.20; Franklin County; Ohio,1652,39,31,30,112,235,120,95,77,107,145,179,201,151,76,35,19,39,049,008120
211,Census Tract 81.32; Franklin County; Ohio,2971,44,51,28,285,20,136,123,21,85,370,309,494,302,487,172,44,39,049,008132
212,Census Tract 81.63; Franklin County; Ohio,1599,25,162,135,73,53,57,114,84,84,231,224,127,42,119,11,58,39,049,008163
213,Census Tract 81.64; Franklin County; Ohio,1782,38,11,13,134,42,94,72,228,51,171,110,320,123,201,152,22,39,049,008164
214,Census Tract 81.65; Franklin County; Ohio,897,0,0,35,0,0,18,0,97,59,110,202,201,31,47,42,55,39,049,008165
215,Census Tract 81.66; Franklin County; Ohio,1939,27,26,12,55,15,68,95,18,33,171,39,199,269,170,252,490,39,049,008166
216,Census Tract 81.67; Franklin County; Ohio,1312,73,33,0,135,18,0,193,53,3,159,149,153,193,68,59,23,39,049,008167
217,Census Tract 81.68; Franklin County; Ohio,1431,67,55,146,20,24,76,33,13,20,70,255,240,178,82,128,24,39,049,008168
218,Census Tract 81.69; Franklin County; Ohio,1969,113,61,125,77,158,15,113,100,61,309,228,192,158,192,67,0,39,049,008169
219,Census Tract 81.70; Franklin County; Ohio,1834,0,0,59,117,80,37,41,0,34,233,198,320,283,180,211,41,39,049,008170
220,Census Tract 81.71; Franklin County; Ohio,1740,101,115,0,98,21,56,55,60,172,329,217,163,125,101,75,52,39,049,008171
221,Census Tract 81.72; Franklin County; Ohio,2492,147,13,101,27,20,111,85,22,25,54,199,632,300,314,276,166,39,049,008172
222,Census Tract 82.10; Franklin County; Ohio,998,84,78,41,52,90,63,43,65,69,126,154,51,26,46,3,7,39,049,008210
223,Census Tract 82.30; Franklin County; Ohio,687,134,48,19,7,35,75,47,35,21,56,91,17,53,14,16,19,39,049,008230
224,Census Tract 82.41; Franklin County; Ohio,1178,150,107,19,38,58,40,102,62,54,135,132,143,35,40,49,14,39,049,008241
225,Census Tract 82.42; Franklin County; Ohio,2834,29,79,116,104,17,161,281,181,53,197,150,385,561,188,157,175,39,049,008242
226,Census Tract 83.11; Franklin County; Ohio,1652,207,116,102,116,85,62,137,75,37,174,151,227,62,44,46,11,39,049,008311
227,Census Tract 83.12; Franklin County; Ohio,1783,432,117,61,79,111,113,49,68,130,90,108,259,117,4,33,12,39,049,008312
228,Census Tract 83.21; Franklin County; Ohio,1179,92,106,28,45,30,22,34,160,57,108,101,209,47,67,61,12,39,049,008321
229,Census Tract 83.22; Franklin County; Ohio,2056,86,101,11,71,46,74,181,255,161,167,360,177,206,75,61,24,39,049,008322
230,Census Tract 83.30; Franklin County; Ohio,636,30,50,57,52,11,9,63,13,59,83,70,26,36,37,30,10,39,049,008330
231,Census Tract 83.40; Franklin County; Ohio,1739,130,40,121,72,87,34,19,68,16,24,192,223,231,265,95,122,39,049,008340
232,Census Tract 83.50; Franklin County; Ohio,2943,233,216,300,57,0,0,107,143,50,335,320,440,521,90,43,88,39,049,008350
233,Census Tract 83.60; Franklin County; Ohio,2460,37,15,70,19,177,100,34,155,142,205,246,397,355,201,164,143,39,049,008360
234,Census Tract 83.80; Franklin County; Ohio,1541,18,25,0,72,0,55,99,72,43,203,129,192,394,63,165,11,39,049,008380
235,Census Tract 83.81; Franklin County; Ohio,1708,33,32,62,22,31,242,65,172,22,96,290,199,243,92,107,0,39,049,008381
236,Census Tract 83.82; Franklin County; Ohio,1344,13,0,0,0,60,18,42,43,110,0,280,249,107,80,218,124,39,049,008382
237,Census Tract 84; Franklin County; Ohio,1808,8,0,76,40,70,45,24,33,107,76,293,110,116,81,160,569,39,049,008400
238,Census Tract 85; Franklin County; Ohio,2539,80,23,0,18,142,28,81,60,0,139,347,371,269,164,292,525,39,049,008500
239,Census Tract 87.10; Franklin County; Ohio,1106,58,80,131,0,102,105,75,47,64,157,70,91,59,54,13,0,39,049,008710
240,Census Tract 87.20; Franklin County; Ohio,1700,90,147,67,24,95,89,267,203,59,154,244,100,72,43,46,0,39,049,008720
241,Census Tract 87.30; Franklin County; Ohio,721,103,104,50,69,11,59,50,33,42,46,75,36,0,43,0,0,39,049,008730
242,Census Tract 88.11; Franklin County; Ohio,700,54,19,45,27,116,33,45,22,35,46,37,35,125,61,0,0,39,049,008811
243,Census Tract 88.12; Franklin County; Ohio,1377,40,119,21,0,75,89,49,68,63,117,121,398,74,84,53,6,39,049,008812
244,Census Tract 88.13; Franklin County; Ohio,903,47,69,25,22,34,55,36,73,37,121,113,121,115,20,15,0,39,049,008813
245,Census Tract 88.21; Franklin County; Ohio,1028,24,149,46,74,70,20,12,102,45,117,90,80,84,41,45,29,39,049,008821
246,Census Tract 88.22; Franklin County; Ohio,1836,128,423,225,26,92,79,53,16,26,35,46,416,147,18,45,61,39,049,008822
247,Census Tract 88.25; Franklin County; Ohio,2318,13,88,67,17,37,24,100,106,125,319,381,499,366,112,15,49,39,049,008825
248,Census Tract 89; Franklin County; Ohio,1720,68,54,36,48,61,38,50,21,24,148,117,226,157,85,245,342,39,049,008900
249,Census Tract 90; Franklin County; Ohio,1264,31,7,12,17,0,9,8,30,23,115,54,124,89,151,61,533,39,049,009000
250,Census Tract 91; Franklin County; Ohio,1766,14,8,9,0,89,7,0,79,20,78,113,111,144,81,291,722,39,049,009100
251,Census Tract 92.20; Franklin County; Ohio,975,49,107,133,26,28,50,38,47,49,73,58,134,80,55,28,20,39,049,009220
252,Census Tract 92.30; Franklin County; Ohio,2036,129,149,59,146,307,139,58,33,225,110,199,315,96,37,11,23,39,049,009230
253,Census Tract 92.40; Franklin County; Ohio,858,12,21,31,40,27,28,26,84,20,150,91,152,53,90,8,25,39,049,009240
254,Census Tract 92.50; Franklin County; Ohio,816,30,49,21,26,31,22,111,43,22,54,140,164,79,14,10,0,39,049,009250
255,Census Tract 92.51; Franklin County; Ohio,609,27,0,69,0,67,11,35,18,31,139,142,42,24,4,0,0,39,049,009251
256,Census Tract 92.52; Franklin County; Ohio,1889,192,104,56,72,145,51,338,14,51,152,285,282,23,36,68,20,39,049,009252
257,Census Tract 93.11; Franklin County; Ohio,1284,89,22,73,12,127,137,114,50,65,146,105,236,69,29,10,0,39,049,009311
258,Census Tract 93.12; Franklin County; Ohio,1392,119,87,77,76,70,155,165,25,70,147,68,165,66,21,81,0,39,049,009312
259,Census Tract 93.21; Franklin County; Ohio,928,34,5,28,72,27,112,115,11,21,116,103,102,63,50,39,30,39,049,009321
260,Census Tract 93.22; Franklin County; Ohio,1466,125,18,46,9,91,90,74,113,69,236,226,197,109,19,29,15,39,049,009322
261,Census Tract 93.23; Franklin County; Ohio,1623,153,165,79,77,124,75,125,164,140,69,177,133,55,48,13,26,39,049,009323
262,Census Tract 93.25; Franklin County; Ohio,2056,242,488,293,121,213,52,22,100,100,46,18,114,61,178,0,8,39,049,009325
263,Census Tract 93.26; Franklin County; Ohio,1061,117,58,33,60,100,64,60,72,65,171,110,63,15,11,0,62,39,049,009326
264,Census Tract 93.32; Franklin County; Ohio,1636,11,181,0,30,32,67,40,136,20,184,210,318,122,112,140,33,39,049,009332
265,Census Tract 93.34; Franklin County; Ohio,1213,132,44,103,71,89,59,174,57,72,101,80,75,57,29,14,56,39,049,009334
266,Census Tract 93.36; Franklin County; Ohio,1243,56,47,72,10,31,7,7,95,30,87,236,170,235,121,22,17,39,049,009336
267,Census Tract 93.37; Franklin County; Ohio,1761,77,85,123,231,96,139,54,74,143,128,208,207,107,39,42,8,39,049,009337
268,Census Tract 93.40; Franklin County; Ohio,1409,179,118,65,88,93,242,28,63,106,113,134,91,47,0,32,10,39,049,009340
269,Census Tract 93.50; Franklin County; Ohio,1428,42,26,72,70,70,135,26,51,122,132,167,127,94,35,72,187,39,049,009350
270,Census Tract 93.61; Franklin County; Ohio,2884,200,44,173,130,58,125,177,104,77,365,168,266,265,69,240,423,39,049,009361
271,Census Tract 93.72; Franklin County; Ohio,1767,90,18,34,24,129,54,259,73,82,118,275,287,148,40,56,80,39,049,009372
272,Census Tract 93.73; Franklin County; Ohio,2175,12,75,25,69,73,25,19,227,132,323,311,370,259,141,47,67,39,049,009373
273,Census Tract 93.81; Franklin County; Ohio,2527,35,130,228,82,74,272,185,113,48,231,237,378,116,258,140,0,39,049,009381
274,Census Tract 93.82; Franklin County; Ohio,1601,241,31,72,59,79,39,58,95,130,116,161,248,122,47,70,33,39,049,009382
275,Census Tract 93.83; Franklin County; Ohio,1229,11,40,2,0,149,82,56,48,168,16,102,206,173,59,49,68,39,049,009383
276,Census Tract 93.84; Franklin County; Ohio,1151,0,15,47,38,25,66,131,61,31,142,255,132,85,29,91,3,39,049,009384
277,Census Tract 93.85; Franklin County; Ohio,1669,69,37,47,80,45,51,40,71,102,122,142,211,174,166,218,94,39,049,009385
278,Census Tract 93.86; Franklin County; Ohio,1211,61,103,23,79,114,66,119,118,51,35,106,254,26,0,41,15,39,049,009386
279,Census Tract 93.90; Franklin County; Ohio,2661,88,0,161,77,40,65,40,109,112,57,499,352,326,176,341,218,39,049,009390
280,Census Tract 93.91; Franklin County; Ohio,2082,58,214,0,77,89,70,91,212,74,144,248,336,238,107,118,6,39,049,009391
281,Census Tract 93.92; Franklin County; Ohio,1463,61,71,10,94,14,148,140,51,38,154,123,317,164,43,35,0,39,049,009392
282,Census Tract 93.93; Franklin County; Ohio,1681,296,201,70,71,68,89,72,150,43,137,71,188,141,36,36,12,39,049,009393
283,Census Tract 93.94; Franklin County; Ohio,888,11,5,19,0,42,65,57,67,37,109,123,244,22,11,42,34,39,049,009394
284,Census Tract 93.95; Franklin County; Ohio,2193,31,31,37,49,0,70,0,88,141,259,207,617,243,190,184,46,39,049,009395
285,Census Tract 93.96; Franklin County; Ohio,1452,67,84,99,56,178,124,105,148,65,112,92,188,92,0,26,16,39,049,009396
286,Census Tract 93.97; Franklin County; Ohio,1311,91,97,0,62,56,0,87,107,200,116,72,110,95,187,31,0,39,049,009397
287,Census Tract 94.01; Franklin County; Ohio,1915,0,8,113,0,17,74,7,83,81,233,234,364,417,158,69,57,39,049,009401
288,Census Tract 94.03; Franklin County; Ohio,943,24,32,47,41,58,90,0,59,80,29,70,121,30,134,47,81,39,049,009403
289,Census Tract 94.04; Franklin County; Ohio,1295,19,146,30,0,67,33,25,4,36,58,123,71,127,285,105,166,39,049,009404
290,Census Tract 94.05; Franklin County; Ohio,1474,15,34,21,89,0,16,19,27,25,46,98,159,161,139,397,228,39,049,009405
291,Census Tract 94.10; Franklin County; Ohio,1146,38,15,27,76,35,60,35,145,34,108,53,299,79,58,50,34,39,049,009410
292,Census Tract 94.20; Franklin County; Ohio,2214,136,94,54,86,97,88,0,197,90,211,121,404,372,100,68,96,39,049,009420
293,Census Tract 94.40; Franklin County; Ohio,1774,12,46,20,47,34,2,42,58,19,152,156,389,322,270,164,41,39,049,009440
294,Census Tract 94.95; Franklin County; Ohio,1901,30,49,9,64,43,75,42,79,127,198,337,367,176,114,118,73,39,049,009495
295,Census Tract 94.97; Franklin County; Ohio,760,12,17,16,21,29,27,31,12,19,55,100,90,65,93,84,89,39,049,009497
296,Census Tract 94.98; Franklin County; Ohio,1656,135,82,99,82,8,48,95,85,113,52,189,184,306,76,18,84,39,049,009498
297,Census Tract 95.20; Franklin County; Ohio,1812,142,52,16,27,91,55,79,47,17,204,157,449,220,95,142,19,39,049,009520
298,Census Tract 95.90; Franklin County; Ohio,2098,124,53,25,74,69,72,136,82,66,190,329,361,259,110,50,98,39,049,009590
299,Census Tract 96; Franklin County; Ohio,1986,116,156,30,77,54,221,126,63,66,203,339,207,141,72,57,58,39,049,009600
300,Census Tract 97.11; Franklin County; Ohio,1870,112,37,81,46,139,65,42,68,87,138,375,269,206,136,39,30,39,049,009711
301,Census Tract 97.12; Franklin County; Ohio,1245,46,115,40,8,66,12,20,8,25,214,127,274,111,53,86,40,39,049,009712
302,Census Tract 97.51; Franklin County; Ohio,2555,17,17,0,73,72,9,61,26,76,177,160,254,372,331,590,320,39,049,009751
303,Census Tract 97.52; Franklin County; Ohio,2710,0,0,14,22,38,96,195,21,57,218,247,456,534,197,368,247,39,049,009752
304,Census Tract 97.53; Franklin County; Ohio,2508,0,0,0,0,0,0,211,208,48,46,397,285,120,259,519,415,39,049,009753
305,Census Tract 97.54; Franklin County; Ohio,1062,0,32,0,0,0,0,15,0,0,104,85,76,164,163,243,180,39,049,009754
306,Census Tract 97.55; Franklin County; Ohio,2969,43,66,39,32,0,40,55,14,208,228,228,282,371,498,565,300,39,049,009755
307,Census Tract 97.56; Franklin County; Ohio,1185,30,33,16,87,14,70,43,124,20,130,261,169,49,42,66,31,39,049,009756
308,Census Tract 97.57; Franklin County; Ohio,1966,76,19,0,113,58,158,78,92,0,101,187,313,232,195,194,150,39,049,009757
309,Census Tract 98.01; Franklin County; Ohio,1210,36,0,9,44,0,106,41,14,69,96,62,99,122,127,115,270,39,049,009801
310,Census Tract 98.02; Franklin County; Ohio,1396,23,18,23,102,48,69,53,85,89,100,150,213,185,137,71,30,39,049,009802
311,Census Tract 99; Franklin County; Ohio,979,34,32,147,50,49,116,36,66,32,106,112,98,44,24,7,26,39,049,009900
312,Census Tract 100; Franklin County; Ohio,2674,137,5,31,53,142,82,105,89,191,282,262,505,177,141,272,200,39,049,010000
313,Census Tract 101; Franklin County; Ohio,730,0,18,6,44,4,0,31,35,29,71,78,151,84,46,99,34,39,049,010100
314,Census Tract 102.01; Franklin County; Ohio,2012,0,0,355,125,0,31,0,22,302,358,180,287,256,83,13,0,39,049,010201
315,Census Tract 102.02; Franklin County; Ohio,1961,15,0,0,173,64,79,111,89,50,416,0,472,25,196,271,0,39,049,010202
316,Census Tract 102.03; Franklin County; Ohio,2048,128,18,28,12,0,172,0,293,64,378,511,149,96,9,125,65,39,049,010203
317,Census Tract 102.04; Franklin County; Ohio,3019,157,0,39,63,219,83,145,215,434,41,742,240,221,331,85,4,39,049,010204
318,Census Tract 103; Franklin County; Ohio,861,7,15,45,29,42,19,41,126,31,159,107,118,68,9,45,0,39,049,010300
319,Census Tract 104.01; Franklin County; Ohio,751,10,14,0,0,0,18,0,5,11,10,0,75,43,30,165,370,39,049,010401
320,Census Tract 104.02; Franklin County; Ohio,1888,29,0,51,24,0,13,9,18,34,24,121,205,243,111,362,644,39,049,010402
321,Census Tract 105.01; Franklin County; Ohio,1930,19,0,84,0,0,28,8,11,0,99,92,123,313,296,382,475,39,049,010501
322,Census Tract 105.02; Franklin County; Ohio,1452,0,0,26,86,0,16,16,18,42,226,23,137,134,136,88,504,39,049,010502
323,Census Tract 106.01; Franklin County; Ohio,2002,0,0,0,10,7,36,24,0,69,52,156,219,282,279,359,509,39,049,010601
324,Census Tract 106.02; Franklin County; Ohio,2308,13,50,74,81,111,122,54,76,52,87,99,165,164,270,363,527,39,049,010602
325,Census Tract 107; Franklin County; Ohio,727,25,46,7,20,30,91,20,36,45,83,103,90,28,41,50,12,39,049,010700
326,Census Tract 109; Franklin County; Ohio,2249,15,54,51,0,64,126,99,15,217,208,292,328,256,262,151,111,39,049,010900
327,Census Tract 9800; Franklin County; Ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,049,980000
